"node_name","corridor_route","corridor_dir","node_lon","node_lat","node_lanes","node_shift","node_s_limit","node_seq_number","node_n_type","node_transition","node_label","node_attach_side","node_active","node_forks","node_pickable","node_station_id","node_above","corridor_name","node_name_seq"
"rnd_88065","I-35W","SB",-93.28851,44.77459,1,5,NA,243,"Exit","Loop","T.H.13 EB",NA,NA,"rnd_524",TRUE,NA,NA,"I-35W SB","I-35W SB_0243"
"rnd_88071","I-35W","SB",-93.28874,44.76926,1,5,NA,246,"Exit","Loop","Burnsville Pkwy",NA,NA,NA,TRUE,NA,NA,"I-35W SB","I-35W SB_0246"
"rnd_88075","I-35W","SB",-93.28892,44.76561,1,5,NA,248,"Entrance","Leg","Burnsville Pkwy",NA,NA,NA,TRUE,NA,NA,"I-35W SB","I-35W SB_0248"
"rnd_88225","I-394 CD","EB",-93.47423,44.97046,1,6,NA,2,"Exit","Leg","Carlson Pkwy",NA,NA,NA,NA,NA,NA,"I-394 CD EB","I-394 CD EB_0002"
"rnd_88227","I-394 CD","EB",-93.46884,44.97045,1,6,NA,3,"Entrance","Leg","Carlson Pkwy",NA,NA,NA,NA,NA,NA,"I-394 CD EB","I-394 CD EB_0003"
"rnd_88231","I-394 CD","EB",-93.46163,44.97044,1,6,NA,5,"Entrance","Loop","I-494 SB",NA,NA,NA,NA,NA,NA,"I-394 CD EB","I-394 CD EB_0005"
"rnd_88235","I-394 CD","EB",-93.45318,44.97043,1,6,NA,7,NA,"CD","I-494",NA,NA,NA,NA,NA,NA,"I-394 CD EB","I-394 CD EB_0007"
"rnd_88237","I-394 CD","EB",-93.45255,44.97043,1,6,NA,8,"Entrance","Leg","I-494 NB",NA,NA,NA,NA,NA,NA,"I-394 CD EB","I-394 CD EB_0008"
"rnd_95831","I-394 CD","EB",-93.44375,44.97042,1,6,NA,11,"Exit","Loop","Plymouth Rd",NA,NA,NA,NA,NA,NA,"I-394 CD EB","I-394 CD EB_0011"
"rnd_95829","I-394 CD","EB",-93.44342,44.97042,1,6,NA,12,"Exit","Common","Ridgedale Dr",NA,NA,NA,NA,NA,NA,"I-394 CD EB","I-394 CD EB_0012"
"rnd_88281","I-394 CD","EB",-93.39172,44.97357,1,6,NA,18,"Exit","Leg","General Mills Blvd",NA,NA,NA,NA,NA,NA,"I-394 CD EB","I-394 CD EB_0018"
"rnd_88285","I-394 CD","EB",-93.3887,44.97342,NA,6,NA,19,"Entrance","CD","U.S.169",NA,NA,NA,NA,NA,NA,"I-394 CD EB","I-394 CD EB_0019"
"rnd_88595","I-394 CD","EB",-93.38811,44.97335,1,6,NA,20,"Entrance","Leg","General Mills Blvd",NA,NA,NA,NA,NA,NA,"I-394 CD EB","I-394 CD EB_0020"
"rnd_90815","I-394 CD","EB",-93.34752,44.97019,1,6,NA,24,"Entrance","Leg","Xenia Ave",NA,NA,NA,NA,NA,NA,"I-394 CD EB","I-394 CD EB_0024"
"rnd_1371","I-394 CD","EB",-93.34254,44.97022,1,6,NA,26,NA,NA,"T.H.100",NA,FALSE,NA,NA,NA,NA,"I-394 CD EB","I-394 CD EB_0026"
"rnd_88599","I-394 CD","EB",-93.34242,44.97023,1,6,NA,27,NA,NA,"T.H.100",NA,NA,NA,NA,NA,NA,"I-394 CD EB","I-394 CD EB_0027"
"rnd_88509","I-394 CD","WB",-93.28619,44.97529,1,4,NA,1,"Entrance","Common","Lyndale Ave","left",NA,NA,NA,NA,NA,"I-394 CD WB","I-394 CD WB_0001"
"rnd_88511","I-394 CD","WB",-93.28913,44.97552,1,5,NA,7,"Entrance","Leg","I-94 EB",NA,NA,NA,NA,NA,NA,"I-394 CD WB","I-394 CD WB_0007"
"rnd_95232","I-394 CD","WB",-93.29001,44.97541,1,5,NA,8,NA,NA,"I-94",NA,NA,NA,NA,"S370",NA,"I-394 CD WB","I-394 CD WB_0008"
"rnd_95220","I-394 CD","WB",-93.29058,44.97529,2,3,NA,9,"Entrance","Slipramp","I-394 CD2 WB","left",NA,NA,NA,"S371",NA,"I-394 CD WB","I-394 CD WB_0009"
"rnd_88587","I-394 CD","WB",-93.33771,44.97093,1,5,NA,15,NA,NA,"W of T.H.100",NA,NA,NA,NA,NA,NA,"I-394 CD WB","I-394 CD WB_0015"
"rnd_1370","I-394 CD","WB",-93.34488,44.97095,1,5,NA,18,NA,NA,"T.H.100",NA,FALSE,NA,NA,NA,NA,"I-394 CD WB","I-394 CD WB_0018"
"rnd_88603","I-394 CD","WB",-93.34503,44.97096,1,5,NA,19,NA,NA,"T.H.100",NA,NA,NA,NA,NA,NA,"I-394 CD WB","I-394 CD WB_0019"
"rnd_88395","I-394 CD","WB",-93.35389,44.97084,NA,5,NA,22,"Entrance",NA,"T.H.100 CD",NA,NA,NA,NA,NA,NA,"I-394 CD WB","I-394 CD WB_0022"
"rnd_88397","I-394 CD","WB",-93.35578,44.97083,1,5,NA,23,"Entrance","Leg","Xenia Ave",NA,NA,NA,NA,NA,NA,"I-394 CD WB","I-394 CD WB_0023"
"rnd_88411","I-394 CD","WB",-93.38918,44.97436,1,7,NA,26,"Exit","Leg","General Mills Blvd",NA,NA,NA,NA,NA,NA,"I-394 CD WB","I-394 CD WB_0026"
"rnd_88601","I-394 CD","WB",-93.39818,44.97408,1,7,NA,30,NA,NA,"E of U.S.169",NA,NA,NA,NA,NA,NA,"I-394 CD WB","I-394 CD WB_0030"
"rnd_88425","I-394 CD","WB",-93.40299,44.97374,NA,7,NA,33,"Entrance",NA,"U.S.169 CD",NA,NA,NA,NA,NA,NA,"I-394 CD WB","I-394 CD WB_0033"
"rnd_88427","I-394 CD","WB",-93.40438,44.97369,1,7,NA,34,"Entrance","Leg","U.S.169 SB",NA,NA,NA,NA,NA,NA,"I-394 CD WB","I-394 CD WB_0034"
"rnd_88459","I-394 CD","WB",-93.45985,44.97149,1,7,NA,39,"Entrance","Loop","I-494 WB",NA,NA,NA,NA,NA,NA,"I-394 CD WB","I-394 CD WB_0039"
"rnd_88607","I-394 CD","WB",-93.46274,44.97149,1,7,NA,41,NA,NA,"I-494",NA,NA,NA,NA,NA,NA,"I-394 CD WB","I-394 CD WB_0041"
"rnd_88467","I-394 CD","WB",-93.46842,44.97124,1,7,NA,43,"Exit","Leg","Carlson Pkwy",NA,NA,NA,NA,NA,NA,"I-394 CD WB","I-394 CD WB_0043"
"rnd_88469","I-394 CD","WB",-93.47158,44.97129,1,7,NA,44,NA,NA,"W of I-494",NA,NA,NA,NA,NA,NA,"I-394 CD WB","I-394 CD WB_0044"
"rnd_88471","I-394 CD","WB",-93.47437,44.97111,1,7,NA,45,"Entrance","Leg","Carlson Pkwy",NA,NA,NA,NA,NA,NA,"I-394 CD WB","I-394 CD WB_0045"
"rnd_88205","I-394","EB",-93.50556,44.97576,1,6,NA,2,"Exit","Leg","Central Ave",NA,NA,NA,NA,NA,NA,"I-394 EB","I-394 EB_0002"
"rnd_88207","I-394","EB",-93.50177,44.97563,3,6,65,3,NA,NA,"Central Ave",NA,NA,NA,TRUE,"S264",NA,"I-394 EB","I-394 EB_0003"
"rnd_88209","I-394","EB",-93.49817,44.9748,1,6,NA,5,"Entrance","Leg","Central Ave",NA,NA,NA,NA,NA,NA,"I-394 EB","I-394 EB_0005"
"rnd_88213","I-394","EB",-93.49132,44.97102,3,6,65,7,NA,NA,"Bushaway Rd",NA,NA,NA,TRUE,"S266",NA,"I-394 EB","I-394 EB_0007"
"rnd_88215","I-394","EB",-93.48956,44.97086,1,6,NA,8,"Entrance","Leg","Bushaway Rd",NA,NA,NA,NA,NA,NA,"I-394 EB","I-394 EB_0008"
"rnd_88221","I-394","EB",-93.47898,44.97087,1,6,NA,9,"Exit","CD","I-394 CD EB",NA,NA,"rnd_88223",NA,NA,NA,"I-394 EB","I-394 EB_0009"
"rnd_88219","I-394","EB",-93.47491,44.97087,3,6,65,10,NA,NA,"Carlson Pkwy",NA,NA,NA,TRUE,"S267",NA,"I-394 EB","I-394 EB_0010"
"rnd_89589","I-394","EB",-93.46664,44.97085,3,6,65,11,NA,NA,"W of I-494",NA,NA,NA,TRUE,"S268",NA,"I-394 EB","I-394 EB_0011"
"rnd_88239","I-394","EB",-93.45459,44.97083,3,6,NA,12,NA,NA,"I-494",NA,NA,NA,TRUE,"S269",NA,"I-394 EB","I-394 EB_0012"
"rnd_88247","I-394","EB",-93.44299,44.97082,3,6,NA,15,NA,NA,"Plymouth Rd",NA,NA,NA,NA,"S270",NA,"I-394 EB","I-394 EB_0015"
"rnd_88249","I-394","EB",-93.43841,44.97088,1,6,NA,16,"Entrance","Leg","Plymouth Rd",NA,NA,NA,NA,NA,NA,"I-394 EB","I-394 EB_0016"
"rnd_88251","I-394","EB",-93.43139,44.97084,3,6,NA,17,NA,NA,"Ridgedale Dr",NA,NA,NA,NA,"S271",NA,"I-394 EB","I-394 EB_0017"
"rnd_88253","I-394","EB",-93.42989,44.97086,1,7,NA,18,"Entrance","Leg","Ridgedale Dr",NA,NA,NA,NA,NA,NA,"I-394 EB","I-394 EB_0018"
"rnd_88257","I-394","EB",-93.42038,44.97094,1,7,NA,19,"Exit","Loop","Co Rd 73",NA,NA,NA,NA,NA,NA,"I-394 EB","I-394 EB_0019"
"rnd_88259","I-394","EB",-93.41901,44.97114,3,6,NA,20,NA,NA,"Co Rd 73",NA,NA,NA,NA,"S272",NA,"I-394 EB","I-394 EB_0020"
"rnd_88261","I-394","EB",-93.41688,44.97169,1,7,NA,21,"Entrance","Leg","Co Rd 73",NA,NA,NA,NA,NA,NA,"I-394 EB","I-394 EB_0021"
"rnd_88265","I-394","EB",-93.40945,44.973,4,7,NA,23,NA,NA,"Shelard Pkwy",NA,NA,NA,NA,"S273",NA,"I-394 EB","I-394 EB_0023"
"rnd_88267","I-394","EB",-93.40732,44.97308,1,6,NA,24,"Exit","CD","I-394 CD EB",NA,NA,"rnd_88269",NA,NA,NA,"I-394 EB","I-394 EB_0024"
"rnd_88277","I-394","EB",-93.40179,44.97325,3,6,NA,25,NA,NA,"U.S.169",NA,NA,NA,NA,"S274",NA,"I-394 EB","I-394 EB_0025"
"rnd_88283","I-394","EB",-93.3891,44.9738,3,6,NA,27,NA,NA,"General Mills Blvd",NA,NA,NA,NA,"S275",NA,"I-394 EB","I-394 EB_0027"
"rnd_88293","I-394","EB",-93.37389,44.97114,1,6,NA,32,"Exit","Leg","Louisiana Ave",NA,NA,NA,NA,NA,NA,"I-394 EB","I-394 EB_0032"
"rnd_88295","I-394","EB",-93.3726,44.97115,3,6,NA,33,NA,NA,"Louisiana Ave",NA,NA,NA,NA,"S277",NA,"I-394 EB","I-394 EB_0033"
"rnd_88297","I-394","EB",-93.36634,44.97124,1,7,NA,34,"Entrance","Leg","Louisiana Ave",NA,NA,NA,NA,NA,NA,"I-394 EB","I-394 EB_0034"
"rnd_88301","I-394","EB",-93.36201,44.97095,4,7,NA,36,NA,NA,"Colorado Ave",NA,NA,NA,NA,"S278",NA,"I-394 EB","I-394 EB_0036"
"rnd_1292","I-394","EB",-93.35996,44.97051,1,7,NA,37,"Exit",NA,"Xenia Ave",NA,NA,NA,NA,NA,NA,"I-394 EB","I-394 EB_0037"
"rnd_88581","I-394","EB",-93.35831,44.97039,1,6,NA,38,"Exit","CD","I-394 CD EB",NA,NA,"rnd_88583",NA,NA,NA,"I-394 EB","I-394 EB_0038"
"rnd_88305","I-394","EB",-93.35173,44.97034,3,6,NA,40,NA,NA,"Xenia Ave",NA,NA,NA,NA,"S279",NA,"I-394 EB","I-394 EB_0040"
"rnd_1368","I-394","EB",-93.34364,44.97047,2,6,NA,42,NA,NA,"W of T.H.100",NA,FALSE,NA,NA,"S1964",NA,"I-394 EB","I-394 EB_0042"
"rnd_88311","I-394","EB",-93.34354,44.97048,2,6,NA,43,NA,NA,"W of T.H.100",NA,NA,NA,NA,"S280",NA,"I-394 EB","I-394 EB_0043"
"rnd_88315","I-394","EB",-93.33713,44.97036,1,6,NA,44,"Entrance","CD","T.H.100 NB",NA,NA,NA,NA,NA,NA,"I-394 EB","I-394 EB_0044"
"rnd_88321","I-394","EB",-93.3324,44.97004,1,7,NA,46,"Entrance","Leg","T.H.100 CD NB",NA,NA,NA,NA,NA,"t","I-394 EB","I-394 EB_0046"
"rnd_88329","I-394","EB",-93.31201,44.96994,1,7,NA,50,"Exit","Leg","Penn Ave",NA,NA,NA,TRUE,NA,"t","I-394 EB","I-394 EB_0050"
"rnd_88333","I-394","EB",-93.30577,44.96974,1,8,NA,52,"Entrance","Leg","Penn Ave",NA,NA,NA,NA,NA,"t","I-394 EB","I-394 EB_0052"
"rnd_88337","I-394","EB",-93.29779,44.97073,1,7,NA,55,"Exit","Leg","Dunwoody Blvd",NA,NA,NA,NA,NA,"t","I-394 EB","I-394 EB_0055"
"rnd_88341","I-394","EB",-93.28936,44.97484,2,6,NA,60,NA,NA,"I-94",NA,NA,NA,NA,"S290","t","I-394 EB","I-394 EB_0060"
"rnd_88345","I-394","EB",-93.28518,44.97519,1,7,NA,62,"Exit","Leg","12th St",NA,NA,NA,NA,NA,"t","I-394 EB","I-394 EB_0062"
"rnd_88347","I-394","EB",-93.28338,44.97527,3,7,NA,63,NA,NA,"Linden Ave",NA,NA,NA,NA,"S291",NA,"I-394 EB","I-394 EB_0063"
"rnd_90793","I-394","EB",-93.28077,44.97734,1,6,NA,69,"Exit","Leg","6th St",NA,NA,NA,NA,NA,NA,"I-394 EB","I-394 EB_0069"
"rnd_90795","I-394","EB",-93.27743,44.9803,1,4,NA,73,"Exit","Leg","4th St","left",NA,NA,NA,NA,NA,"I-394 EB","I-394 EB_0073"
"rnd_90797","I-394","EB",-93.27255,44.98426,2,6,NA,78,"Exit","Common","Washington Ave",NA,NA,NA,NA,NA,NA,"I-394 EB","I-394 EB_0078"
"rnd_89109","I-394 Rev","EB",-93.3481,44.97041,1,5,NA,1,"Entrance","Common","I-394 EB",NA,NA,NA,NA,"S1125",NA,"I-394 Rev EB","I-394 Rev EB_0001"
"rnd_1372","I-394 Rev","EB",-93.34534,44.97057,1,5,NA,2,NA,NA,"W of T.H.100",NA,FALSE,NA,NA,NA,NA,"I-394 Rev EB","I-394 Rev EB_0002"
"rnd_89113","I-394 Rev","EB",-93.33809,44.97062,2,6,NA,5,NA,NA,"T.H.100",NA,NA,NA,NA,"S1126",NA,"I-394 Rev EB","I-394 Rev EB_0005"
"rnd_89577","I-394 Rev","EB",-93.32776,44.97013,2,6,NA,8,NA,NA,"W of Wirth Pkwy",NA,NA,NA,NA,"S1127",NA,"I-394 Rev EB","I-394 Rev EB_0008"
"rnd_89275","I-394 Rev","EB",-93.31972,44.97035,2,6,NA,10,NA,NA,"E of Wirth Pkwy",NA,NA,NA,NA,"S1128",NA,"I-394 Rev EB","I-394 Rev EB_0010"
"rnd_89277","I-394 Rev","EB",-93.30787,44.96995,2,6,NA,11,NA,NA,"Penn Ave",NA,NA,NA,NA,"S1129",NA,"I-394 Rev EB","I-394 Rev EB_0011"
"rnd_89279","I-394 Rev","EB",-93.30128,44.96961,2,6,NA,14,NA,NA,"Dunwoody Blvd",NA,NA,NA,NA,"S1130",NA,"I-394 Rev EB","I-394 Rev EB_0014"
"rnd_89287","I-394 Rev","WB",-93.29248,44.97436,1,6,NA,4,"Entrance","Slipramp","I-394 CD2 WB",NA,NA,NA,NA,NA,NA,"I-394 Rev WB","I-394 Rev WB_0004"
"rnd_89289","I-394 Rev","WB",-93.29838,44.97086,1,6,NA,6,"Entrance","Leg","Dunwoody Blvd",NA,NA,NA,NA,NA,NA,"I-394 Rev WB","I-394 Rev WB_0006"
"rnd_95832","I-394 Rev","WB",-93.34053,44.97056,1,4,NA,17,"Exit","Flyover","Frontage Rd","left",NA,NA,NA,NA,NA,"I-394 Rev WB","I-394 Rev WB_0017"
"rnd_89303","I-394 Rev","WB",-93.34077,44.97056,1,5,NA,18,"Exit","Flyover","T.H.100 SB","left",NA,NA,NA,NA,NA,"I-394 Rev WB","I-394 Rev WB_0018"
"rnd_88505","I-394","WB",-93.2752,44.98192,1,6,NA,2,"Entrance","Leg","Washington Ave",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0002"
"rnd_88633","I-394","WB",-93.27996,44.97917,1,6,NA,4,"Entrance","Leg","Bus Garages",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0004"
"rnd_88637","I-394","WB",-93.28103,44.97733,1,6,NA,7,"Entrance","HOV","7th St",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0007"
"rnd_88635","I-394","WB",-93.28103,44.97733,1,6,NA,8,"Entrance","Leg","5th & Garages",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0008"
"rnd_88507","I-394","WB",-93.28342,44.97545,2,6,NA,14,NA,NA,"Linden Ave",NA,NA,NA,NA,"S262",NA,"I-394 WB","I-394 WB_0014"
"rnd_88351","I-394","WB",-93.28432,44.97536,1,7,NA,15,"Entrance","Leg","Linden Ave",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0015"
"rnd_88357","I-394","WB",-93.28935,44.97497,2,6,NA,17,NA,NA,"I-94",NA,NA,NA,NA,"S289",NA,"I-394 WB","I-394 WB_0017"
"rnd_88373","I-394","WB",-93.29883,44.97054,1,8,NA,25,"Entrance","Leg","Dunwoody Blvd",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0025"
"rnd_88367","I-394","WB",-93.31213,44.97016,1,8,NA,31,"Entrance","Leg","Penn Ave",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0031"
"rnd_1369","I-394","WB",-93.34338,44.97076,2,6,NA,37,NA,NA,"W of T.H.100",NA,FALSE,NA,NA,"S1965",NA,"I-394 WB","I-394 WB_0037"
"rnd_88393","I-394","WB",-93.35172,44.97053,3,6,NA,40,NA,NA,"Xenia Ave",NA,NA,NA,NA,"S321",NA,"I-394 WB","I-394 WB_0040"
"rnd_88413","I-394","WB",-93.36188,44.97117,4,7,NA,43,NA,NA,"Colorado Ave",NA,NA,NA,NA,"S336",NA,"I-394 WB","I-394 WB_0043"
"rnd_90273","I-394","WB",-93.36583,44.97145,1,7,NA,45,"Exit","Leg","Louisiana Ave",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0045"
"rnd_88405","I-394","WB",-93.37435,44.97138,1,7,NA,47,"Entrance","Leg","Louisiana Ave",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0047"
"rnd_90275","I-394","WB",-93.38689,44.97382,2,6,NA,51,"Exit","CD","I-394 CD WB",NA,NA,"rnd_90277",NA,NA,NA,"I-394 WB","I-394 WB_0051"
"rnd_90279","I-394","WB",-93.3891,44.97404,3,6,NA,52,NA,NA,"General Mills Blvd",NA,NA,NA,NA,"S339",NA,"I-394 WB","I-394 WB_0052"
"rnd_88419","I-394","WB",-93.3993,44.97366,3,6,NA,54,NA,NA,"U.S.169",NA,NA,NA,NA,"S340",NA,"I-394 WB","I-394 WB_0054"
"rnd_88433","I-394","WB",-93.40946,44.97323,4,7,NA,57,NA,NA,"Shelard Pkwy",NA,NA,NA,NA,"S341",NA,"I-394 WB","I-394 WB_0057"
"rnd_88435","I-394","WB",-93.41578,44.97222,1,6,NA,59,"Exit","Leg","Co Rd 73",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0059"
"rnd_88437","I-394","WB",-93.41911,44.97136,3,6,NA,60,NA,NA,"Co Rd 73",NA,NA,NA,NA,"S342",NA,"I-394 WB","I-394 WB_0060"
"rnd_88439","I-394","WB",-93.42032,44.97117,1,7,NA,61,"Entrance","Leg","Co Rd 73",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0061"
"rnd_88441","I-394","WB",-93.42966,44.97108,1,6,NA,62,"Exit","Leg","Ridgedale Dr",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0062"
"rnd_88443","I-394","WB",-93.43134,44.97108,3,6,NA,63,NA,NA,"Ridgedale Dr",NA,NA,NA,NA,"S343",NA,"I-394 WB","I-394 WB_0063"
"rnd_1542","I-394","WB",-93.43377,44.9711,1,6,NA,64,"Entrance",NA,"Ridgedale Dr",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0064"
"rnd_88445","I-394","WB",-93.44053,44.97106,1,6,NA,65,"Exit","Leg","Plymouth Rd",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0065"
"rnd_88447","I-394","WB",-93.44304,44.97107,3,6,NA,66,NA,NA,"Plymouth Rd",NA,NA,NA,NA,"S344",NA,"I-394 WB","I-394 WB_0066"
"rnd_88449","I-394","WB",-93.44652,44.97106,1,7,NA,67,"Entrance","Leg","Plymouth Rd",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0067"
"rnd_88451","I-394","WB",-93.45221,44.97107,1,6,NA,68,"Exit",NA,"I-494 NB",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0068"
"rnd_88455","I-394","WB",-93.45457,44.97106,3,6,NA,69,NA,NA,"I-494",NA,NA,NA,NA,"S345",NA,"I-394 WB","I-394 WB_0069"
"rnd_1794","I-394","WB",-93.45643,44.97107,1,6,NA,70,"Exit","CD","I-394 CD WB",NA,NA,"rnd_90277",NA,NA,NA,"I-394 WB","I-394 WB_0070"
"rnd_88463","I-394","WB",-93.4639,44.97108,3,6,NA,71,NA,NA,"W of I-494",NA,NA,NA,NA,"S346",NA,"I-394 WB","I-394 WB_0071"
"rnd_88473","I-394","WB",-93.47488,44.97109,3,6,65,72,NA,NA,"Carlson Pkwy",NA,NA,NA,NA,"S347",NA,"I-394 WB","I-394 WB_0072"
"rnd_88475","I-394","WB",-93.4792,44.9711,1,6,NA,73,"Entrance","CD","I-394 CD WB",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0073"
"rnd_88479","I-394","WB",-93.48868,44.97104,1,6,NA,74,"Exit","Leg","Gleason Lake Rd",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0074"
"rnd_88481","I-394","WB",-93.49121,44.97123,3,6,65,75,NA,NA,"Gleason Lake Rd",NA,NA,NA,NA,"S348",NA,"I-394 WB","I-394 WB_0075"
"rnd_88483","I-394","WB",-93.49235,44.97155,1,6,NA,76,"Exit","Leg","Bushaway Rd",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0076"
"rnd_88485","I-394","WB",-93.49813,44.97505,1,6,NA,78,"Exit","Leg","Central Ave",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0078"
"rnd_88487","I-394","WB",-93.50173,44.97584,3,6,65,80,NA,NA,"Central Ave",NA,NA,NA,NA,"S349",NA,"I-394 WB","I-394 WB_0080"
"rnd_88489","I-394","WB",-93.50601,44.97598,1,6,NA,81,"Entrance","Leg","Central Ave",NA,NA,NA,NA,NA,NA,"I-394 WB","I-394 WB_0081"
"rnd_95303","I-494 CD","EB",-93.24631,44.85882,1,5,NA,1,"Entrance","Common","Lindau Ln",NA,NA,NA,NA,NA,NA,"I-494 CD EB","I-494 CD EB_0001"
"rnd_95828","I-494 CD","EB",-93.21309,44.86202,1,4,NA,11,"Entrance","Leg","34th Ave",NA,NA,NA,NA,NA,NA,"I-494 CD EB","I-494 CD EB_0011"
"rnd_89189","I-494 CD","EB",-93.13923,44.86241,1,7,NA,17,NA,NA,"I-35E",NA,NA,NA,NA,NA,NA,"I-494 CD EB","I-494 CD EB_0017"
"rnd_90303","I-494 CD","EB",-93.05596,44.8744,1,6,NA,26,NA,NA,"T.H.52",NA,NA,NA,NA,NA,NA,"I-494 CD EB","I-494 CD EB_0026"
"rnd_90305","I-494 CD","WB",-93.05785,44.87511,1,8,NA,4,NA,"CD","T.H.52",NA,NA,NA,NA,NA,NA,"I-494 CD WB","I-494 CD WB_0004"
"rnd_91235","I-494 CD","WB",-93.2134,44.86304,1,5,NA,15,"Exit","Common","34th Ave",NA,NA,NA,NA,NA,NA,"I-494 CD WB","I-494 CD WB_0015"
"rnd_89721","I-494","EB",-93.44799,45.09166,2,6,60,2,NA,NA,"I-94",NA,NA,NA,NA,"S209",NA,"I-494 EB","I-494 EB_0002"
"rnd_84867","I-494","EB",-93.44674,45.0701,1,5,NA,8,"Exit","Leg","Bass Lake Rd",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0008"
"rnd_84873","I-494","EB",-93.44869,45.06493,1,6,NA,10,"Entrance","Leg","Bass Lake Rd",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0010"
"rnd_84885","I-494","EB",-93.45276,45.03093,1,5,NA,19,"Exit","Leg","Rockford Rd",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0019"
"rnd_84889","I-494","EB",-93.45326,45.02596,1,5,NA,23,"Entrance","Leg","Rockford Rd",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0023"
"rnd_84891","I-494","EB",-93.45738,45.01403,1,5,NA,29,"Exit","Leg","T.H.55",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0029"
"rnd_84895","I-494","EB",-93.45743,45.00822,1,6,NA,31,"Entrance","Leg","T.H.55",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0031"
"rnd_84901","I-494","EB",-93.45794,44.999,1,5,NA,34,"Exit","Leg","Co Rd 6",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0034"
"rnd_84907","I-494","EB",-93.45863,44.99475,1,5,NA,37,"Entrance","Leg","Co Rd 6",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0037"
"rnd_84909","I-494","EB",-93.45975,44.98737,1,6,NA,40,"Exit","Leg","Carlson Pkwy",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0040"
"rnd_90287","I-494","EB",-93.46022,44.97989,1,6,NA,43,"Entrance","Leg","Carlson Pkwy",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0043"
"rnd_90289","I-494","EB",-93.4605,44.9741,1,6,NA,44,"Exit","Leg","I-394 CD WB",NA,NA,"rnd_88465",NA,NA,NA,"I-494 EB","I-494 EB_0044"
"rnd_90291","I-494","EB",-93.46062,44.97175,1,7,NA,46,"Entrance","Loop","I-394 WB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0046"
"rnd_84919","I-494","EB",-93.46066,44.96817,1,6,NA,49,"Entrance","Leg","I-394 EB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0049"
"rnd_84925","I-494","EB",-93.45688,44.9444,1,6,NA,54,"Exit","Leg","Minnetonka Blvd",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0054"
"rnd_84929","I-494","EB",-93.45672,44.94126,1,6,NA,56,"Entrance","Leg","Minnetonka Blvd",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0056"
"rnd_84933","I-494","EB",-93.45229,44.92852,1,6,NA,61,"Exit","Leg","T.H.7 WB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0061"
"rnd_84937","I-494","EB",-93.45176,44.92534,1,6,NA,63,"Entrance","Loop","T.H.7 WB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0063"
"rnd_84939","I-494","EB",-93.45161,44.92411,1,6,NA,64,"Exit","Loop","T.H.7 EB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0064"
"rnd_84941","I-494","EB",-93.4513,44.92162,1,6,NA,65,"Entrance","Leg","T.H.7 EB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0065"
"rnd_84947","I-494","EB",-93.44405,44.89366,2,6,NA,70,"Exit","Leg","T.H.62",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0070"
